4.285121369827242,NaN,NaN,NaN,NaN
6.5741929529909875,2.824489750227688,NaN,NaN,NaN
NaN,4.765301823262463,2.220199472038637,NaN,NaN
NaN,NaN,3.8447587231296603,1.896540703484965,NaN
NaN,NaN,NaN,NaN,1.7139097294579861
13.0,-1.0,-1.0,-1.0,-1.0
16.0,12.0,-1.0,-1.0,-1.0
-1.0,12.0,11.0,-1.0,-1.0
-1.0,-1.0,9.0,8.0,-1.0
-1.0,-1.0,-1.0,-1.0,9.0
1131.82470703125,NaN,NaN,NaN,NaN
20999.314145088196,231.0369951725006,NaN,NaN,NaN
NaN,9322.12747001648,83.18458700180054,NaN,NaN
NaN,NaN,5185.170490026474,48.97726821899414,NaN
NaN,NaN,NaN,NaN,64.69722080230713
