1157.8104890163356,NaN,NaN,NaN,NaN
1242.224483895705,1018.4847185049798,NaN,NaN,NaN
1398.9180189145866,1159.4416900029998,4469.992770875921,NaN,NaN
NaN,NaN,1090.7698305424433,4061.698030541541,NaN
NaN,NaN,1159.0478466634029,1022.2601474819685,3752.3812390555136
61.0,-1.0,-1.0,-1.0,-1.0
61.0,61.0,-1.0,-1.0,-1.0
61.0,61.0,81.0,-1.0,-1.0
-1.0,-1.0,61.0,81.0,-1.0
-1.0,-1.0,61.0,61.0,81.0
664.4338130950928,NaN,NaN,NaN,NaN
9951.760684013367,121.92920804023743,NaN,NaN,NaN
34216.16675877571,4721.422837972641,40.40665817260742,NaN,NaN
NaN,NaN,2668.132476091385,25.15986204147339,NaN
NaN,NaN,21904.97486615181,875.1846199035645,47.146899938583374
